slug,name,logo_url,website_url,tagline,contact_links,date_created,tech_tags,topic_tags,categories,program_slug,logo_bg_color,description_html,ideas_list_url
radar-base,RADAR-base,https://summerofcode.withgoogle.com/media/org/radar-base/8glcheumuwndks2c-360.png,https://radar-base.org/,Improve people's quality of life using patient generated data,"[{'name': 'chat', 'value': 'https://app.slack.com/client/T26BKKG6R/C26B9LPU4'}, {'name': 'twitter', 'value': 'https://twitter.com/radar_base'}]",2022-03-10T23:18:56.152993Z,"['java', 'kotlin', 'docker', 'angular', 'kafka']","['web', 'mhealth', 'remote patient monitoring', 'micro-services', 'devices']",['Science and medicine'],2022,,"RADAR-base (Remote Assessment of Disease And Relapses) is an open source platform for remote patient monitoring. The main focus of RADAR-base is seamless integration of data streams from various wearables and mobile applications to collect patient generated data in real time and store, manage and share the collected data with researchers for retrospective analysis.

RADAR-base provides both passive and active data collection. Passive collection can be done by directly sending data from phone sensors or device sensor data through the (pRMT) app or device sensor data via cloud storage to RADAR-base or combination of these options. Active data collection using the active Remote Monitoring Technologies (aRMT) app, which includes the use of questionnaires that might ask patients about their mood, medication intake, or the severity of symptoms. All of the collected data can be extracted from the platform in structured formats.

RADAR-base community consists of software engineers, data scientists, researchers,operations engineers, bioinformaticians. The RADAR-base platform was build and maintained by The Hyve B.V (https://www.thehyve.nl/) and PhiDataLab (https://phidatalab.org/) at Kings College London under the IMI RADAR-CNS and IMI RADAR-AD project. 

Currently, the platform has been used by many academic institutes and research organizations to conduct remote monitoring studies. 


Funding statement and Disclaimer

The RADAR-base platform was developed under projects IMI RADAR-CNS, IMI RADAR-AD, Bigdata@Heart and IMI H2O which received funding from the Innovative Medicines Initiative 2 Joint Undertaking under grant agreement numbers 115902, 806999, 116074 and 945345 respectively. This Joint Undertaking receives support from the European Union’s Horizon 2020 research and innovation programme and EFPIA. See www.imi.europa.eu for more details.

Neither IMI nor the European Union and EFPIA are liable for any use that may be made of the information contained on this website.",https://github.com/RADAR-base/GSoC
reactos-foundation,ReactOS Foundation,https://summerofcode.withgoogle.com/media/org/reactos-foundation/yell79w1st8tno4c-360.png,https://reactos.org,Open your windows to freedom!,"[{'name': 'chat', 'value': 'https://chat.reactos.org'}, {'name': 'chat', 'value': 'https://matrix.to/#/#talk:reactos.org'}]",2022-03-10T23:19:12.426584Z,"['c', 'c++', 'win32', 'nt']","['operating systems', 'kernel', 'drivers', 'windows', 'system programming']",['Operating systems'],2022,,"Imagine running your favorite Windows applications and drivers in an open-source environment you can trust. That's ReactOS. A free, open source, Windows compatible operating system. It's written from scratch, not based on Linux, with 9,000,000+ lines of code and growing. More than 100 developers contributed along the years It aims to be lightweight with only 500MB HDD and 96MB RAM as the current minimum requirement. Developers enjoy a fast, CMake based build system that supports GCC, Clang and MSVC toolchains (including Visual Studio solutions support).",https://reactos.org/wiki/Google_Summer_of_Code_2022_Ideas
red-hen-lab,Red Hen Lab,https://summerofcode.withgoogle.com/media/org/red-hen-lab/ugdzrslbomp6lacy-360.png,http://www.redhenlab.org,Research on Multimodal Communication,"[{'name': 'email', 'value': 'redhenlab@gmail.com'}, {'name': 'twitter', 'value': 'https://twitter.com/redhenlab'}]",2022-03-10T23:18:59.205872Z,"['python', 'machine learning', 'nlp', 'ai', 'data science']","['data science', 'ai', 'language', 'multimodal communication', 'gesture']","['Data', 'Artificial Intelligence']",2022,,"Red Hen Lab is an international distributed cooperative of researchers in multimodal communication. We are senior professors at major research universities, senior developers in technology corporations. We also include junior professors, postdoctoral students, graduate students, undergraduate students, and even a few advanced high school students. Red Hen works in AI, Natural Language Processing, ASR, audio parsing, gesture analysis, media analysis, computer vision, and multimodal analysis.

Red Hen's multimodal communication research involves locating, identifying, and characterizing auditory and visual elements in videos and pictures. We may provide annotated clips or images and present the challenge of developing the machine learning tools to find additional instances in a much larger dataset. Some examples are gestures, eye movements, and tone of voice. We favor projects that combine more than one modality, but have a clear communicative function—an example would be floor-holding techniques. Once a feature has been successfully identified in our full dataset of several hundred thousand hours of news videos, cognitive linguists, communication scholars, and political scientists can use this information to study higher-level phenomena in language, culture, and politics and develop a better understanding of the full spectrum of human communication. Our dataset is recorded in a large number of languages, giving Red Hen a global perspective.

See our Ideas Page for GSoC2024. Red Hen Lab is directed jointly by Francis Steen (UCLA) and Mark Turner (Case Western Reserve University).",https://www.redhenlab.org/summer-of-code/red-hen-lab-gsoc-2024-ideas
responsible-ai-and-human-centred-technology,Responsible AI and Human Centred Technology,https://summerofcode.withgoogle.com/media/org/responsible-ai-and-human-centred-technology/makkydlswhmjyilu-360.png,https://www.tensorflow.org/responsible_ai,Human-centered and responsible AI for all,"[{'name': 'chat', 'value': 'https://gitter.im/Responsible-AI-and-Human-Centred-Technology/community?utm_source=share-link&utm_medium=link&utm_campaign=share-link'}, {'name': 'mailingList', 'value': 'https://groups.google.com/u/2/a/tensorflow.org/g/rai-gsoc-2022'}, {'name': 'email', 'value': 'gsoc-rai-mentors@google.com'}]",2022-03-15T17:32:56.068700Z,"['python', 'javascript', 'Technical writing']","['machine learning', 'ai', 'Fairness', 'Robustness', 'Safety', 'Interpretibility']","['Science and medicine', 'Data']",2022,,"Responsible AI & Human-Centered Technology (RAI-HCT) is Google Research’s center-of-excellence focused on ensuring that AI/ML and its development positively impacts our users and the world, particularly marginalized communities. RAI-HCT has both researchers, focused on developing breakthrough innovations around responsible AI topics (e.g. fairness, robustness, safety), as well as product and engineering teams that develop infrastructure and solutions for Google products and open-source libraries.

Our current offerings include a mix of tools from PAIR(http://ai.google/pair) and Tensorflow Responsible AI toolkit(https://www.tensorflow.org/responsible_ai/guide)",https://docs.google.com/document/d/1_PinY76lVHWAfahBmrvK5MKugXxZm6LZ03I-vfDWri0/edit#
rizin,Rizin,https://summerofcode.withgoogle.com/media/org/rizin/7ageygqfyv7wzlee-360.png,https://rizin.re,Rizin reverse engineering framework and toolset,"[{'name': 'chat', 'value': 'https://im.rizin.re'}, {'name': 'email', 'value': 'gsoc@rizin.re'}, {'name': 'twitter', 'value': 'https://twitter.com/rizinorg'}]",2022-03-10T23:19:00.292713Z,"['c', 'python', 'go', 'c++', 'qt']","['reverse engineering', 'computer security', 'debugging', 'emulation', 'disassembly']",['Security'],2022,,"The Rizin project is a fork of the famous Radare2 project that started in 2006. Since then the codebase has been rewritten multiple times, modularized and extended to support many new features. The Rizin project aims to provide stability, focus on the most important features, and provide a user friendly interface. Along with Cutter - a Qt-based GUI and the RzGhidra decompiler it makes the effective tool for everyday reversing tasks.

Rizin is composed of a hexadecimal editor at its core, with support for several architectures and binary formats. It features code analysis capabilities, scripting, data and code visualization through graphs and other means, a visual mode, easy UNIX integration, a binary diffing engine for code and data, a shellcode compiler, multi-platform debug with reverse debug capabilities and much, much more!",https://rizin.re/gsoc/2024/#project-ideas
robocomp,RoboComp,https://summerofcode.withgoogle.com/media/org/robocomp/okal4wecq8dywr78-360.png,https://robocomp.github.io/web/,Open-source framework to develop robot components,"[{'name': 'mailingList', 'value': 'https://gitter.im/robocomp/robocomp/robocomp-gsoc'}]",2022-03-10T23:19:12.009806Z,"['python', 'opencv', 'c++', 'qt', 'pytorch']","['robotics', 'computer vision', 'component-based development', 'Multi-agent Systems']",['Other'],2022,,"RoboComp is an open-source Robotics framework providing the tools to create and modify software components that communicate through public interfaces. Components may require, subscribe, implement or publish interfaces in a seamless way. Building new components is done using two domain-specific languages, IDSL and CDSL. With IDSL you define an interface and with CDSL you specify how the component will communicate with the world. With this information, a code generator creates C++ and/or Python sources, based on CMake, that compile and execute flawlessly. When some of these features have to be changed, the component can be easily regenerated and all the user-specific code is preserved thanks to a simple inheritance mechanism.",https://robocomp.github.io/web/gsoc/2022/ideas/
robolectric,Robolectric,https://summerofcode.withgoogle.com/media/org/robolectric/lazlu9me0dgu60vq-360.png,http://robolectric.org/,Fast unit testing runtime for Android,"[{'name': 'email', 'value': 'hoisie+gsoc@google.com'}, {'name': 'chat', 'value': 'https://github.com/robolectric/robolectric/discussions'}, {'name': 'twitter', 'value': 'https://twitter.com/robolectric'}, {'name': 'blog', 'value': 'http://robolectric.org/blog/'}]",2022-03-10T23:18:55.449937Z,"['android', 'java', 'jvm', 'asm']","['testing', 'mobile']","['Operating systems', 'Development tools']",2022,,"Robolectric is a unit testing framework for Android. With Robolectric, your tests run in a simulated Android environment inside a JVM, without the overhead and flakiness of an emulator. Robolectric also offers a rich set of testing APIs that are not available in the Android framework.",https://docs.google.com/presentation/d/1Wyqkef0bK3c9EbZzTdFw7S9Hx5-fq9iRgNbVWozQ2q0/edit#slide=id.p
rocketchat,rocket.chat,https://summerofcode.withgoogle.com/media/org/rocketchat/qnog9kebwa9atw3l-360.png,https://github.com/RocketChat,Open source communications platform for the AI age,"[{'name': 'chat', 'value': 'https://open.rocket.chat/channel/gsoc20243'}, {'name': 'mailingList', 'value': 'https://forums.rocket.chat/t/welcome-to-google-summer-of-code-2024/19195'}, {'name': 'email', 'value': 'gsoc+2024@rocket.chat'}, {'name': 'twitter', 'value': 'https://twitter.com/rocketchat4all'}]",2022-03-10T23:18:52.855648Z,"['javascript', 'typescript', 'node', 'LLM', 'generative ai']","['communications', 'messaging', 'group chat', 'Team Collaboration', 'Chat platform']","['Social and communication', 'Artificial Intelligence']",2022,,"Open source team chat and communications platform 

Rocket.Chat is one of the largest active open source (permissive MIT license) nodeJS communications platform communities on GitHub, connecting 2000+ global community contributors (across projects) from 30+ countries, with 38200+ GitHub stars, 9800 forks, 868+ total releases and 15,500+ issues since inception in 2015.

Rocket.Chat is a team chat platform written in full-stack Typescript. It offers a fully featured team chat experience on modern browsers, comparable to Slack and Microsoft Teams. Mobile and desktop clients run on iOS, Android, Mac, Windows, and Linux. The server can scale from a small family messaging server for 5 users on a Raspberry Pi 5, to clustered micro-services configuration that can support hundred thousands of users. On-premises Rocket.Chat can ensure 100% complete security and privacy of your valuable communications/data.

Rocket.Chat is now installed on over 500k servers and counts over 12m users worldwide.  Federated communication support extends our reach exponentially. 

Users can set up Rocket.Chat on cloud or by hosting their own servers on-premises. Thanks to its extension support via Rocket.Chat Apps, and rich APIs, startups and innovators have customized Rocket.Chat into new products and services. Omnichannel extends reach to wherever user may be including WhatsApp, Instagram, Facebook Messenger and more.  Increasingly, innovators in Generative AI  and LLM app developers are launching their concepts on the Rocket.Chat platform to keep all data flows and communications 100% private and secure. 

Rocket.Chat has won multiple prizes such as a 2016 Bossie Award for Best Open Source Application and first prize in the 2017 edition of All Things Open’s Startup Competition.

Rocket.Chat's community interacts 24 x 7 at the community Rocket.Chat server  https://open.rocket.chat  since  2015.",https://github.com/RocketChat/google-summer-of-code/blob/main/google-summer-of-code-2024.md#-project-ideas
rtems-project,RTEMS Project,https://summerofcode.withgoogle.com/media/org/rtems-project/mo975scxu6bi0bfj-360.png,https://www.rtems.org/,A real-time operating system for Earth & Space,"[{'name': 'chat', 'value': 'https://devel.rtems.org/wiki/Developer/discord'}, {'name': 'email', 'value': 'https://devel.rtems.org/wiki/RTEMSMailingLists'}]",2022-03-10T23:18:56.496474Z,"['python', 'c/c++', 'assembly', 'posix']","['kernel', 'embedded', 'real-time', 'multicore', 'rtos']","['Operating systems', 'Science and medicine']",2022,,"RTEMS (Real-Time Executive for Multiprocessor Systems) is a free real-time operating system (RTOS) designed for deeply embedded systems such as automobile electronics, robotic controllers, and on-board satellite instruments. 

RTEMS is free open source software that supports multi-processor systems for over a dozen CPU architectures and over 150 specific system boards. In addition, RTEMS is designed to support embedded applications with the most stringent real-time requirements while being compatible with open standards such as POSIX. RTEMS includes optional functional features such as TCP/IP and file systems while still offering minimum executable sizes under 20 KB in useful configurations.

The RTEMS Project is the collection of individuals, companies, universities, and research institutions that collectively maintain and enhance the RTEMS software base. As a community, we are proud to be popular in the space application software and experimental physics communities. RTEMS has been to Venus, circles Mars, is aboard Curiosity, is in the asteroid belt, is on its way to Jupiter, and is circling the sun. It is in use in many high energy physics research labs around the world. There are many RTEMS users who do not belong to the space or physics communities, but our small part in contributing to basic scientific knowledge makes us proud.",https://devel.rtems.org/wiki/Developer/OpenProjects
ruby,Ruby,https://summerofcode.withgoogle.com/media/org/ruby/dc6i7iw8w39rktw1-360.png,https://www.ruby-lang.org/,Ruby is an object-oriented programming language,"[{'name': 'chat', 'value': 'https://bundler.slack.com'}, {'name': 'email', 'value': 'saroj@zoras.me'}, {'name': 'blog', 'value': 'https://rubygsoc.github.io/'}]",2022-03-10T23:18:57.650566Z,"['c', 'java', 'ruby on rails', 'ruby', 'rubygems']","['security', 'web', 'cloud', 'server', 'application']","['Programming languages', 'Web']",2022,,"The Ruby organization collects mentors and students working on the Ruby language (MRI), the Ruby packaging system (Bundler, RubyGems, and RubyGems.org), and other Ruby projects. Any Ruby OSS project is eligible to be included in the Ruby GSOC organization.",https://github.com/rubygsoc/rubygsoc/wiki/Ideas-List-(2024)
sagemath,SageMath,https://summerofcode.withgoogle.com/media/org/sagemath/1tcj7svgwadc13cj-360.png,https://www.sagemath.org,Open-source mathematics software system,"[{'name': 'mailingList', 'value': 'https://groups.google.com/g/sage-gsoc'}, {'name': 'chat', 'value': 'https://twitter.com/sagemath'}, {'name': 'email', 'value': 'tcscrims@gmail.com'}, {'name': 'chat', 'value': 'https://sagemath.zulipchat.com/'}, {'name': 'twitter', 'value': 'https://twitter.com/sagemath'}]",2022-03-10T23:19:01.249501Z,"['python', 'cython']","['mathematics', 'education', 'research']",['Science and medicine'],2022,,"Mathematicians, scientists, researchers, and students need a powerful tool for their work or study. SageMath is a freely available open-source mathematical software system bundling the functionality of many software libraries, exposing their features in a common interface and extending on top of this with its own powerful algorithms. By leveraging the flexibility and universality of the underlying Python interpreter, SageMath is able to accommodate for a vast range of their requirements.

The mission of SageMath is to create a viable open-source alternative to all major proprietary mathematical software systems.

Python is the main programming language inside the SageMath library and also the language of choice for all interactions with the built-in objects and functions for expressing mathematical concepts and calculations. Besides a command-line and programming-library interface, its primary user interface is a dynamic self-hosted website. From the perspective of a user, the interface language is Python, but with a thin extension built directly on top of it.

Almost all areas of mathematics are represented in SageMath, at various levels of sophistication. This includes symbolic calculus, 2D and 3D graphics, polynomials, graph theory, group theory, abstract algebra, combinatorics, cryptography, elliptic curves and modular forms, numerical mathematics, linear algebra and matrix calculations (over various rings), support for parallel computing, and a powerful coercion framework to “mix” elements from different sets for calculations. SageMath’s features also expand into neighboring fields like Statistics and Physics.",https://wiki.sagemath.org/GSoC/2024
scala-center,Scala Center,https://summerofcode.withgoogle.com/media/org/scala-center/f5qjbrwguri7g3sv-360.png,https://scala-lang.org/,Guide and support the Scala community,"[{'name': 'email', 'value': 'scala.center@epfl.ch'}, {'name': 'twitter', 'value': 'https://twitter.com/scala_lang/'}]",2022-03-10T23:23:38.130848Z,"['scala', 'scala.js', 'scala native']","['education', 'compilers', 'tooling']","['Programming languages', 'Development tools']",2022,,"We are an independent not-for-profit center established at EPFL. Scala Center's Mission is to guide and support the Scala community, coordinate and develop open-source libraries and tools for the benefit of all Scala users, provide deep, and quality, educational materials for Scala.",https://github.com/scalacenter/GoogleSummerOfCode
score-lab,SCoRe Lab,https://summerofcode.withgoogle.com/media/org/score-lab/4q1suym3qnhxmlj6-360.png,https://scorelab.org/,SCORE Lab develops FOSS softwares for everyone!!!,"[{'name': 'chat', 'value': 'https://app.gitter.im/#/room/#scorelab_scorelab:gitter.im'}, {'name': 'mailingList', 'value': 'https://groups.google.com/g/score-community'}, {'name': 'email', 'value': 'gsoc@scorelab.org'}, {'name': 'blog', 'value': 'https://medium.com/scorelab/'}, {'name': 'twitter', 'value': 'https://twitter.com/SCoReLab_Org'}, {'name': 'facebook', 'value': 'https://www.facebook.com/SCoRe.Lab.Org'}]",2022-03-10T23:22:19.858128Z,"['python', 'java', 'go', 'nodejs', 'reactjs']","['security', 'machine learning', 'cloud', 'ai']","['Security', 'Artificial Intelligence']",2022,,"The SCORE Lab has conducted research covering various aspects of security, artificial intelligence, mobile applications, cloud, blockchain and software tools. The goal of our research is to generate computing solutions by identifying low-cost methodologies and strategies that lead to sustainability. At present, the SCORE Lab is at a stage of its evolution in which it has been able to secure high donor confidence as evidenced by simultaneous foreign-funded projects. SCORE Lab studies and produces sustainable computing solutions with respect to low-cost computing and communication foundations in the developing and emerging regions in the world. We have developed several affordable and sustainable ICT solutions especially focusing on the requirements in the developing region. These solutions are briefly described in the projects section.",https://github.com/scorelab
scummvm,ScummVM,https://summerofcode.withgoogle.com/media/org/scummvm/bnok4srtehdy3fbj-360.png,https://www.scummvm.org/,Adventure and RPG preservation project,"[{'name': 'chat', 'value': 'https://discord.gg/4cDsMNtcpG'}, {'name': 'mailingList', 'value': 'https://wiki.scummvm.org/index.php/Summer_of_Code/GSoC_Contact'}, {'name': 'blog', 'value': 'https://planet.scummvm.org/'}]",2022-03-10T23:23:38.606287Z,"['python', 'opengl', 'c++', 'assembly', 'php']","['games', 'game engines', 'software preservation', 'software archeology']","['End user applications', 'Media']",2022,,"ScummVM is a game preservation project that celebrated its 22nd anniversary. Originally focused on 2D Point&Click adventure games, its scope widened in 2016 to RPG thanks to successful GSoC students and to 3D games in 2020 after the merge with its sister project, ResidualVM. The purpose is only to replace the game executable, not to enhance or replace the game assets.",https://www.scummvm.org/gsoc-2024-ideas
seaql,SeaQL,https://summerofcode.withgoogle.com/media/org/seaql/tkc2iu6ottkqbq0b-360.png,https://www.sea-ql.org,Building developer tools for Rust,"[{'name': 'chat', 'value': 'https://discord.com/invite/uCPdDXzbdv'}, {'name': 'email', 'value': 'hello@sea-ql.org'}, {'name': 'mailingList', 'value': 'https://github.com/SeaQL/summer-of-code/discussions'}, {'name': 'twitter', 'value': 'https://twitter.com/sea_ql'}, {'name': 'blog', 'value': 'https://www.sea-ql.org/blog/'}]",2022-03-15T16:34:06.182400Z,"['mysql', 'postgresql', 'llvm', 'rust', 'sql']","['database', 'library', 'sql', 'rust', 'Debugger']","['Data', 'Programming languages']",2022,,"<h5>Our Journey</h5>

<p>SeaQL.org was founded back in 2020. In the past three years, we developed and maintained several popular Rust libraries: SeaORM, SeaQuery, and Seaography. Each library is designed to fill a niche in the Rust ecosystem, and they are made to play well with other Rust libraries.</p>

<p>We're thrilled with the adoption by the Rust community. At the end of 2023, we have accumulated 8,000 GitHub stars across our projects and accumulated 5 million total downloads on crates.io. Many startups and companies are building their products using SeaQL libraries.</p>
<br/>

<h5>Our Mission</h5>
<p>We develop tools that enable developers to build applications in Rust. We want to drive Rust adoption in industry and universities.</p>
<br/>

<h5>Our Vision</h5>
<p>We believe software can be fast, robust, and versatile. We want to develop and promote software engineering tools and techniques that would improve the productivity of engineers and quality of software.</p>
<br/>

<h5>Our Commitment</h5>
<p>We are committed to nurturing the next generation of open source developers by offering internship experience tailored for university students - Seaography is one of the projects developed by interns under SeaQL.</p>
<br/>

<h5>Our Projects</h5>
* <a href=""https://www.sea-ql.org/SeaORM/"" target=""_blank"">SeaORM 🐚</a> An async & dynamic ORM for Rust
<br/>
* <a href=""https://github.com/SeaQL/sea-query"" target=""_blank"">SeaQuery 🔱</a> A dynamic SQL query builder
<br/>
* <a href=""https://github.com/SeaQL/seaography"" target=""_blank"">Seaography 🧭</a> A GraphQL framework for SeaORM
<br/>
* <a href=""https://www.sea-ql.org/SeaStreamer/"" target=""_blank"">SeaStreamer 🌊</a> A real-time stream processing toolkit
<br/>
* <a href=""https://firedbg.sea-ql.org/"" target=""_blank"">FireDBG🔥</a> Time Travel Visual Debugger for Rust
<br/>",https://github.com/SeaQL/summer-of-code/blob/main/2024/Ideas%20List.md
sktime,sktime,https://summerofcode.withgoogle.com/media/org/sktime/x2i3dxljtj04sqw0-360.png,https://www.sktime.net/en/stable/,A unified framework for ML with time series,"[{'name': 'chat', 'value': 'https://discord.com/invite/54ACzaFsn7'}, {'name': 'mailingList', 'value': 'https://github.com/sktime/sktime/discussions'}, {'name': 'blog', 'value': 'https://www.linkedin.com/company/scikit-time/'}]",2022-03-10T23:22:20.709113Z,"['python', 'github', 'sphinx', 'scikit-learn']","['data science', 'ai', 'time series', 'toolbox frameworks']","['Data', 'Artificial Intelligence']",2022,,"sktime provides an easy-to-use, flexible and modular open-source framework for a wide range of time series machine learning tasks. It offers scikit-learn compatible interfaces and model composition tools, with the goal to make the ecosystem more usable and interoperable as a whole. We build and sustain an open, diverse and self-governing community, welcoming new contributors from academia and industry through instructive documentation, mentoring and workshops.",https://github.com/sktime/mentoring/blob/main/internships/projects_2024.md
society-for-arts-and-technology-sat,Society for Arts and Technology (SAT),https://summerofcode.withgoogle.com/media/org/society-for-arts-and-technology-sat/pkgrduycyoh0wxmf-360.png,https://sat.qc.ca,Create teleimmersive multisensorial experiences.,"[{'name': 'chat', 'value': 'https://app.element.io/#/room/#sat-gsoc:matrix.org'}, {'name': 'mailingList', 'value': 'https://gitlab.com/sat-mtl/collaborations/google-summer-of-code/-/issues'}, {'name': 'twitter', 'value': 'https://twitter.com/SATmontreal'}, {'name': 'facebook', 'value': 'https://www.facebook.com/SATmontreal'}]",2022-03-10T23:23:39.813625Z,"['python', 'javascript', 'opengl', 'c++', 'supercollider']","['web', 'graphics', 'cloud', 'multimedia', 'accessibility']","['Data', 'Media']",2022,,"The Society for Arts and Technology [SAT] is a non-profit organization recognized internationally for developing and creatively using immersive technologies, virtual reality and high-speed networks. Founded in 1996, its triple mission as a center for the arts, training and research, is to enable and host teleimmersive multisensorial experiences.

SAT creates open-source tools for Immersive rendering, interaction, tele-copresence, audio spatialization, haptic feedback and gestural control, and immersive multisensory multimedia authoring.",https://sat-mtl.gitlab.io/collaborations/google-summer-of-code/categories/ideas/
software-heritage,Software Heritage,https://summerofcode.withgoogle.com/media/org/software-heritage/8vchqcnmijmq3ibq-360.png,https://www.softwareheritage.org/,The universal source code archive,"[{'name': 'chat', 'value': 'https://wiki.softwareheritage.org/wiki/IRC'}, {'name': 'mailingList', 'value': 'https://sympa.inria.fr/sympa/info/swh-devel'}, {'name': 'blog', 'value': 'https://www.softwareheritage.org/blog'}, {'name': 'twitter', 'value': 'https://twitter.com/SWHeritage?s=20&t=JIec7zr7xYGpkOfOQr_1Aw'}]",2022-03-10T23:22:20.304636Z,"['python', 'postgresql', 'javascript', 'django', 'git']","['big data', 'digital preservation', 'source code management', 'floss', 'big code']","['Data', 'Development tools']",2022,,"Software Heritage is an archival project for source code and its development history.

Its long-term mission is to collect, preserve, and share our entire Software Commons, that is the body of knowledge expressed as publicly available software source code. Software Heritage archive both source code and the associated development history, as it is captured by modern version control system and package managers.
The data model is a Merkle DAG, where all source code artifacts — file contents, directories, commits,etc. — are thoroughly deduplicated, reducing storage requirements.
The Software Heritage archive is already the largest of its kind, having archive more than 10 billion unique source code files and more than 2 billion unique commits coming from more than 160 million software projects.

The archive crawls periodically forges like GitHub and GitLab.com, distributions like Debian, and package managers like PyPI or NPM. It is accessible via a Web UI as well as a WebAPI.

The archive serves various different use cases, ranging from preservation of our cultural heritage for posterity to scientific research on ""big code"" analysis, from business needs of tracking software provenance to educational purposes in computer science curricula.",https://wiki.softwareheritage.org/wiki/Google_Summer_of_Code_2022#Ideas_list
spdx,SPDX,https://summerofcode.withgoogle.com/media/org/spdx/ggw7mdbriw97mzmu-360.png,https://spdx.dev,An open ISO standard for SBOMs,"[{'name': 'mailingList', 'value': 'https://lists.spdx.org/g/spdx-tech'}, {'name': 'chat', 'value': 'https://gitter.im/spdx-org/Lobby'}, {'name': 'blog', 'value': 'https://spdx.dev/'}]",2022-03-10T23:19:01.079965Z,"['python', 'java', 'json', 'go', 'rdf']","['compliance', 'licensing', 'data', 'vulnerabilities']","['Other', 'Development tools']",2022,,"SPDX is an open standard for communicating software bill of material information, including provenance, license, security, and other related information. SPDX reduces redundant work by providing common formats for organizations and communities to share important data, thereby streamlining and improving compliance, security, and dependability. The SPDX specification is recognized as the international open standard for security, license compliance, and other software supply chain artifacts as ISO/IEC 5962:2021.",https://github.com/spdx/GSoC
stear-group,Ste||ar group,https://summerofcode.withgoogle.com/media/org/stear-group/sebxbtinyakvrevb-360.png,http://stellar-group.org/,Shaping a Scalable Future,"[{'name': 'email', 'value': 'https://mail.cct.lsu.edu/mailman/listinfo/hpx-users'}, {'name': 'chat', 'value': 'https://github.com/STEllAR-GROUP/hpx/blob/master/.github/SUPPORT.md'}, {'name': 'blog', 'value': 'https://github.com/STEllAR-GROUP/hpx'}]",2022-03-10T23:18:57.715992Z,"['c++', 'hpc']","['library', 'optimization', 'parallel algorithms', 'hpx', 'application']","['Science and medicine', 'Programming languages']",2022,,"The STE||AR Group is an international team of researchers who understand that a new approach to parallel computation is needed.  Our work is crafted around the idea that we need to invent new ways to more efficiently use the resources that we have and use the knowledge that we gain to help guide the creation of the machines of tomorrow.  This organization aims to support, coordinate, and distribute research done in this area by creating a marketplace of ideas where concepts are debated and solutions are transparently developed.",https://github.com/STEllAR-GROUP/hpx/wiki/Google-Summer-of-Code-%28GSoC%29-2024
strace,strace,https://summerofcode.withgoogle.com/media/org/strace/yreopwofddfe6zhk-360.png,https://strace.io/,Linux syscall tracer,"[{'name': 'mailingList', 'value': 'https://lists.strace.io/mailman/listinfo/strace-devel'}, {'name': 'email', 'value': 'strace-devel@lists.strace.io'}, {'name': 'chat', 'value': 'ircs://irc.oftc.net:6697/strace'}]",2022-03-10T23:19:02.909801Z,"['c', 'shell', 'make', 'autotools', 'gawk']","['debugging', 'tracing', 'diagnostic']",['Development tools'],2022,,"strace is a diagnostic, debugging and instructional userspace utility with a traditional command-line interface for Linux. It is used to monitor and tamper with interactions between processes and the Linux kernel, which include system calls, signal deliveries, and changes of process state. The operation of strace is made possible by the kernel feature known as ptrace.

strace is one of the longest running free software projects and started even before Linux started.

strace is an important tool for debugging and tracing deployed on most Linux distributions with a small community of active contributors.",https://strace.io/wiki/GoogleSummerOfCode2023
submitty,Submitty,https://summerofcode.withgoogle.com/media/org/submitty/jlpoxlj2rvpot6zv-360.png,https://submitty.org,Homework Autograding and Course Management Tools,"[{'name': 'chat', 'value': 'https://submitty.zulipchat.com/join/7keujybzs4ismpedptpqsqpv/'}, {'name': 'mailingList', 'value': 'https://submitty.org/index/contact'}, {'name': 'twitter', 'value': 'https://twitter.com/submitty'}]",2022-03-13T01:32:37.030994Z,"['python', 'postgresql', 'javascript', 'c++', 'php']","['education', 'visualization', 'web', 'privacy/security', 'communication']","['End user applications', 'Web']",2022,,"Submitty is an open source programming assignment submission system with secure and automated testing and grading, efficient manual TA/instructor grading, and additional tools for overall course management and communication between students and instructional staff. Submitty was launched by the Rensselaer Center for Open Source Software (RCOS) in 2014.

https://github.com/Submitty/

Key Features

+ Secure testing of many programming languages: Python, C/C++, Java, etc.
+ Customizable automated grading with immediate feedback to students, and optional hidden or randomized tests.
+ Advanced grading tools: static analysis, JUnit, code coverage, memory debuggers, networked assignments, custom Docker containers, and screenshots/GIFs of graphics programs.
+ Individual or team assignments submittyed by drag-and-drop or version control.
+ Correct mistakes through multiple submissions, flexible ``late day’’ policy
+ Interface for complementary instructor/TA manual grading, regrade requests, anonymized peer grading.
+ Instructor bulk upload of scanned .pdf exams, QR code name matching, pdf annotation.
+ Supports course material hosting, term grades spreadsheet, plagiarism detection.
+ Integrated discussion forum, email announcements, lecture polling, office hours queue, and student activity dashboard.
+ Scales to multiple courses, thousands of students, multiple instructors and TAs per course
+ Open-source, free to use, install on your own hardware, or VPS

Submitty has been used at a half dozen other universities and we aim to grow to more users and developers.  The courses using Submitty cover the undergraduate and graduate curriculum from introductory programming courses, intermediate and advanced theory courses, popular junior/senior electives with team projects and written reports, and specialized graduate courses.

We regularly present our work at the annual ACM SIGCSE conference.",https://submitty.org/developer/getting_started/project_ideas
